Nr;ID;Name;Age;Nationality;Club;Club Logo;Value;Wage;Preferred Foot;Position;Height;Weight
5660;225285;V. Fındıklı;27;Turkey;Atiker Konyaspor;https://cdn.sofifa.org/teams/2/light/101033.png;€1M;€8K;Right;CDM;6'3;185lbs
5661;162053;L. Chambers;32;England;Ipswich Town;https://cdn.sofifa.org/teams/2/light/94.png;€600K;€5K;Right;RCB;6'1;192lbs
5662;232709;D. Batallini;22;Argentina;Argentinos Juniors;https://cdn.sofifa.org/teams/2/light/111019.png;€1.5M;€6K;Left;RW;5'9;163lbs
5663;176645;Z. Zlámal;32;Czech Republic;Heart of Midlothian;https://cdn.sofifa.org/teams/2/light/80.png;€600K;€3K;Right;GK;6'4;203lbs
5664;185349;D. Odoi;30;Belgium;Fulham;https://cdn.sofifa.org/teams/2/light/144.png;€775K;€22K;Right;RCB;5'10;159lbs
5665;191237;Juanjo;30;Spain;GIF Sundsvall;https://cdn.sofifa.org/teams/2/light/1596.png;€775K;€2K;Right;RCM;5'9;148lbs
5666;210182;M. Jahfali;27;Saudi Arabia;Al Hilal;https://cdn.sofifa.org/teams/2/light/605.png;€875K;€15K;Right;CB;6'1;154lbs
5667;162054;M. Bunn;33;England;Aston Villa;https://cdn.sofifa.org/teams/2/light/2.png;€525K;€7K;Right;GK;6'0;170lbs
5668;240134;David Batanero;29;Spain;GIF Sundsvall;https://cdn.sofifa.org/teams/2/light/1596.png;€1M;€3K;Left;LCM;6'1;176lbs
5669;193030;M. Lukač;32;Serbia;Akhisar Belediyespor;https://cdn.sofifa.org/teams/2/light/111340.png;€600K;€6K;Right;GK;6'6;198lbs
5670;166919;M. Wilson;30;Republic of Ireland;Bolton Wanderers;https://cdn.sofifa.org/teams/2/light/4.png;€775K;€5K;Right;CB;6'2;176lbs
5671;186887;A. Jansen;29;Netherlands;FC Emmen;https://cdn.sofifa.org/teams/2/light/100628.png;€1.1M;€5K;Right;ST;6'1;170lbs
5672;189447;A. Sobiech;28;Poland;Lechia Gdańsk;https://cdn.sofifa.org/teams/2/light/111091.png;€1.1M;€5K;Right;ST;6'1;179lbs
5673;219912;L. Manyama;27;South Africa;Kaizer Chiefs;https://cdn.sofifa.org/teams/2/light/110929.png;€1.1M;€1K;Left;CAM;5'11;165lbs
5674;162056;S. Morison;34;Wales;Millwall;https://cdn.sofifa.org/teams/2/light/97.png;€550K;€8K;Right;RS;6'2;187lbs
5675;199689;A. Sepúlveda;27;Mexico;Guadalajara;https://cdn.sofifa.org/teams/2/light/1880.png;€1.1M;€17K;Right;RM;5'11;165lbs
5676;209417;R. Murawski;24;Poland;Palermo;https://cdn.sofifa.org/teams/2/light/1843.png;€1.5M;€2K;Right;RCM;5'8;150lbs
5677;211209;Pinillos;25;Spain;Barnsley;https://cdn.sofifa.org/teams/2/light/1932.png;€1.1M;€6K;Left;LB;6'0;163lbs
5678;155657;P. Celeban;33;Poland;Śląsk Wrocław;https://cdn.sofifa.org/teams/2/light/111092.png;€425K;€4K;Right;RCB;5'11;168lbs
5679;224265;J. Williams;21;England;Bolton Wanderers;https://cdn.sofifa.org/teams/2/light/4.png;€1.5M;€23K;Right;RDM;5'10;146lbs
5680;225289;N. Fernández;22;Argentina;Defensa y Justicia;https://cdn.sofifa.org/teams/2/light/111710.png;€1.6M;€6K;Right;ST;5'5;146lbs
5681;233225;S. Taniguchi;26;Japan;Kawasaki Frontale;https://cdn.sofifa.org/teams/2/light/111730.png;€1M;€5K;Right;LCB;6'0;161lbs
5682;184585;A. Bogdán;30;Hungary;Hibernian;https://cdn.sofifa.org/teams/2/light/81.png;€675K;€28K;Right;GK;6'4;203lbs
5683;223755;M. Ritter;23;Germany;SC Paderborn 07;https://cdn.sofifa.org/teams/2/light/10030.png;€1.4M;€6K;Right;CAM;5'8;159lbs
5684;162315;L. Ridgewell;33;England;Portland Timbers;https://cdn.sofifa.org/teams/2/light/111140.png;€425K;€4K;Left;CB;6'2;174lbs
5685;206604;C. Labrín;27;Chile;Audax Italiano;https://cdn.sofifa.org/teams/2/light/101097.png;€1M;€3K;Right;RCB;5'11;179lbs
5686;236300;S. Eduok;24;Nigeria;Kasimpaşa SK;https://cdn.sofifa.org/teams/2/light/111339.png;€1.4M;€6K;Left;RM;5'9;181lbs
5687;183564;J. Buijs;29;Netherlands;V-Varen Nagasaki;https://cdn.sofifa.org/teams/2/light/112448.png;€825K;€3K;Right;CB;6'0;176lbs
5688;187916;M. Olsson;30;Sweden;Derby County;https://cdn.sofifa.org/teams/2/light/91.png;€750K;€18K;Left;LB;5'11;150lbs
5689;214029;M. Murillo;24;Colombia;Deportivo Cali;https://cdn.sofifa.org/teams/2/light/101102.png;€1.4M;€2K;Right;ST;6'0;176lbs
5690;223501;A. Spörle;22;Argentina;Club Atlético Banfield;https://cdn.sofifa.org/teams/2/light/110404.png;€1.4M;€6K;Left;LB;6'1;168lbs
5691;193293;J. Rodríguez;33;Uruguay;CD Palestino;https://cdn.sofifa.org/teams/2/light/111328.png;€650K;€3K;Left;CAM;5'8;143lbs
5692;212238;B. Halimi;23;Kosovo;Brøndby IF;https://cdn.sofifa.org/teams/2/light/269.png;€1.5M;€11K;Left;CM;5'7;150lbs
5693;226062;O. Ruisalvo;26;Paraguay;;https://cdn.sofifa.org/flags/58.png;€ 0;€ 0;Left;LM;5'5;150lbs
5694;233230;K. Mac Allister;20;Argentina;Argentinos Juniors;https://cdn.sofifa.org/teams/2/light/111019.png;€1.6M;€4K;Right;LB;5'9;159lbs
5695;188430;V. Rüfli;30;Switzerland;Paris FC;https://cdn.sofifa.org/teams/2/light/111817.png;€750K;€4K;Right;RB;5'11;165lbs
5696;213007;A. Aseri;24;Saudi Arabia;Al Ahli;https://cdn.sofifa.org/teams/2/light/112387.png;€1.4M;€15K;Left;CAM;5'6;141lbs
5697;194063;J. Greguš;27;Slovakia;FC København;https://cdn.sofifa.org/teams/2/light/819.png;€1.1M;€10K;Right;CM;6'2;174lbs
5698;194319;D. Ward;27;England;Cardiff City;https://cdn.sofifa.org/teams/2/light/1961.png;€1.1M;€22K;Left;ST;5'11;159lbs
5699;202512;F. Hartherz;25;Germany;DSC Arminia Bielefeld;https://cdn.sofifa.org/teams/2/light/159.png;€1.1M;€7K;Left;LB;6'2;183lbs
5700;232208;Allan;21;Brazil;Eintracht Frankfurt;https://cdn.sofifa.org/teams/2/light/1824.png;€1.6M;€28K;Left;CM;5'8;154lbs
5701;242704;Luis Felipe;22;United States;San Jose Earthquakes;https://cdn.sofifa.org/teams/2/light/111928.png;€1.2M;€3K;Left;CDM;6'1;165lbs
5702;205073;F. Kiss;27;Slovakia;Ettifaq FC;https://cdn.sofifa.org/teams/2/light/112096.png;€875K;€12K;Right;RDM;6'1;165lbs
5703;128529;U. Ceylan;32;Turkey;Alanyaspor;https://cdn.sofifa.org/teams/2/light/113142.png;€600K;€5K;Left;GK;6'4;187lbs
5704;203026;P. Filipović;27;Germany;Atiker Konyaspor;https://cdn.sofifa.org/teams/2/light/101033.png;€1M;€8K;Left;CB;6'2;183lbs
5705;213010;Cifu;27;Spain;Málaga CF;https://cdn.sofifa.org/teams/2/light/573.png;€875K;€5K;Right;RWB;5'9;146lbs
5706;227602;F. Álvarez;25;Argentina;Atlético Tucumán;https://cdn.sofifa.org/teams/2/light/111708.png;€1.4M;€6K;Right;CAM;6'0;154lbs
5707;234002;Caio Tafarell;26;Brazil;Vitória;https://cdn.sofifa.org/teams/2/light/1719.png;€925K;€6K;Right;CDM;6'0;168lbs
5708;235794;E. Eze;20;England;Queens Park Rangers;https://cdn.sofifa.org/teams/2/light/15.png;€2.3M;€4K;Right;CAM;5'8;148lbs
5709;170514;A. Balzano;32;Italy;Pescara;https://cdn.sofifa.org/teams/2/light/200.png;€575K;€3K;Right;RB;5'9;163lbs
5710;45842;J. Olsson;35;Sweden;Djurgårdens IF;https://cdn.sofifa.org/teams/2/light/710.png;€250K;€2K;Left;RCB;6'4;185lbs
5711;234515;J. Lefort;24;France;Amiens SC;https://cdn.sofifa.org/teams/2/light/1816.png;€1.2M;€7K;Left;LB;6'0;183lbs
5712;205588;I. Höhn;26;Germany;SV Darmstadt 98;https://cdn.sofifa.org/teams/2/light/110502.png;€1.1M;€9K;Right;CB;6'0;159lbs
5713;207892;J. Gyau;25;United States;MSV Duisburg;https://cdn.sofifa.org/teams/2/light/1825.png;€1.2M;€4K;Left;LM;5'9;165lbs
5714;208916;M. Al Sahlawi;31;Saudi Arabia;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;€950K;€18K;Right;ST;5'10;163lbs
5715;215572;Alberto;25;Spain;CD Tenerife;https://cdn.sofifa.org/teams/2/light/260.png;€1.1M;€5K;Right;LCB;6'1;172lbs
5716;230164;Luciano Cacheira;34;Brazil;Paraná;https://cdn.sofifa.org/teams/2/light/111048.png;€425K;€8K;Right;GK;5'11;165lbs
5717;191252;M. Gaus;28;Germany;FC Ingolstadt 04;https://cdn.sofifa.org/teams/2/light/111239.png;€825K;€12K;Left;LB;6'0;176lbs
5718;196885;C. Lampe;31;Bolivia;Boca Juniors;https://cdn.sofifa.org/teams/2/light/1877.png;€650K;€8K;Right;GK;6'4;190lbs
5719;202517;A. Vellios;26;Greece;Waasland-Beveren;https://cdn.sofifa.org/teams/2/light/110913.png;€1.3M;€24K;Right;ST;6'3;172lbs
5720;233493;J. Sánchez;20;Mexico;Club América;https://cdn.sofifa.org/teams/2/light/1879.png;€1.3M;€17K;Right;LB;5'9;157lbs
5721;169493;F. Fielding;30;England;Bristol City;https://cdn.sofifa.org/teams/2/light/1919.png;€675K;€14K;Right;GK;6'1;168lbs
5722;183573;N. Theuerkauf;31;Germany;1. FC Heidenheim 1846;https://cdn.sofifa.org/teams/2/light/111235.png;€700K;€6K;Left;LB;6'0;176lbs
5723;185109;M. Sadlok;29;Poland;Wisła Kraków;https://cdn.sofifa.org/teams/2/light/1873.png;€825K;€4K;Left;LCB;6'1;176lbs
5724;190485;H. Olvera;28;Mexico;Club Atlas;https://cdn.sofifa.org/teams/2/light/101114.png;€825K;€10K;Left;LB;5'9;152lbs
5725;214038;S. Mosquera;24;Colombia;Deportes Tolima;https://cdn.sofifa.org/teams/2/light/111722.png;€1.3M;€2K;Right;CB;6'1;170lbs
5726;227862;V. Kalitvintsev;25;Ukraine;Dynamo Kyiv;https://cdn.sofifa.org/teams/2/light/101047.png;€1.3M;€1K;Left;RM;5'10;150lbs
5727;226583;S. Papagiannopoulos;27;Sweden;FC København;https://cdn.sofifa.org/teams/2/light/819.png;€1M;€9K;Right;CB;6'3;192lbs
5728;236823;I. Pettersson;21;Sweden;IFK Norrköping;https://cdn.sofifa.org/teams/2/light/702.png;€1.4M;€2K;Left;GK;5'11;176lbs
5729;186135;C. Evans;27;Northern Ireland;Blackburn Rovers;https://cdn.sofifa.org/teams/2/light/3.png;€875K;€18K;Right;CDM;5'11;152lbs
5730;193303;A. Richards;27;Wales;Cardiff City;https://cdn.sofifa.org/teams/2/light/1961.png;€875K;€19K;Right;RB;5'9;165lbs
5731;206104;S. Dursun;26;Germany;SV Darmstadt 98;https://cdn.sofifa.org/teams/2/light/110502.png;€1.3M;€11K;Right;ST;6'3;176lbs
5732;211736;R. Leipertz;25;Germany;FC Ingolstadt 04;https://cdn.sofifa.org/teams/2/light/111239.png;€1.3M;€12K;Left;RM;6'0;181lbs
5733;162328;R. Pasveer;34;Netherlands;Vitesse;https://cdn.sofifa.org/teams/2/light/1909.png;€425K;€5K;Right;GK;6'2;201lbs
5734;189464;D. Daube;28;Germany;KFC Uerdingen 05;https://cdn.sofifa.org/teams/2/light/167.png;€1M;€5K;Right;CM;6'1;183lbs
5735;146969;Iñaki Astiz;34;Spain;Legia Warszawa;https://cdn.sofifa.org/teams/2/light/1871.png;€325K;€5K;Right;CB;6'0;170lbs
5736;189209;S. Bigalke;28;Germany;SpVgg Unterhaching;https://cdn.sofifa.org/teams/2/light/172.png;€1.1M;€4K;Right;LM;5'6;132lbs
5737;190745;M. Silvestri;27;Italy;Hellas Verona;https://cdn.sofifa.org/teams/2/light/206.png;€700K;€2K;Right;GK;6'3;176lbs
5738;210202;S. Muwashar;29;Saudi Arabia;Al Ahli;https://cdn.sofifa.org/teams/2/light/112387.png;€1M;€18K;Right;LM;5'9;141lbs
5739;216346;A. Powell;23;Jamaica;Portland Timbers;https://cdn.sofifa.org/teams/2/light/111140.png;€1.2M;€3K;Right;RB;6'0;165lbs
5740;227866;P. Kirkevold;27;Norway;Hobro IK;https://cdn.sofifa.org/teams/2/light/112425.png;€1.1M;€6K;Left;LS;6'1;198lbs
5741;116762;S. Roudet;37;France;Valenciennes FC;https://cdn.sofifa.org/teams/2/light/110456.png;€350K;€3K;Left;CAM;5'9;157lbs
5742;183578;S. Gonther;31;Germany;SG Dynamo Dresden;https://cdn.sofifa.org/teams/2/light/503.png;€700K;€9K;Right;CB;6'1;194lbs
5743;208923;I. Ghaleb;27;Saudi Arabia;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;€875K;€15K;Right;RDM;5'9;168lbs
5744;218651;P. Sotiriou;25;Cyprus;FC København;https://cdn.sofifa.org/teams/2/light/819.png;€1.4M;€10K;Right;LS;6'1;179lbs
5745;235036;W. Faes;20;Belgium;KV Oostende;https://cdn.sofifa.org/teams/2/light/682.png;€1.5M;€5K;Right;CB;6'1;179lbs
5746;198429;S. Tecl;27;Czech Republic;SK Slavia Praha;https://cdn.sofifa.org/teams/2/light/266.png;€1.1M;€1K;Right;ST;5'11;181lbs
5747;228893;M. Guanini;22;Argentina;Gimnasia y Esgrima La Plata;https://cdn.sofifa.org/teams/2/light/101084.png;€1.3M;€6K;Right;CB;6'3;190lbs
5748;164637;J. Brix-Damborg;32;Denmark;Hobro IK;https://cdn.sofifa.org/teams/2/light/112425.png;€600K;€5K;Right;RCM;6'0;170lbs
5749;239645;M. de los Santos;25;Uruguay;Millonarios FC;https://cdn.sofifa.org/teams/2/light/101105.png;€1.1M;€2K;Right;CB;6'0;183lbs
5750;208158;F. Andrada;24;Argentina;Unión de Santa Fe;https://cdn.sofifa.org/teams/2/light/111716.png;€1.5M;€7K;Right;ST;5'11;168lbs
5751;236830;Z. Youssouf;18;France;FC Girondins de Bordeaux;https://cdn.sofifa.org/teams/2/light/59.png;€1.7M;€8K;Left;CM;6'0;179lbs
5752;198687;S. Ciss;29;Senegal;Angers SCO;https://cdn.sofifa.org/teams/2/light/1530.png;€800K;€10K;Left;LB;5'8;152lbs
5753;218656;S. Mockenhaupt;26;Germany;SV Wehen Wiesbaden;https://cdn.sofifa.org/teams/2/light/492.png;€1.1M;€4K;Right;RCB;6'2;185lbs
5754;239136;N. Cozza;19;France;Montpellier HSC;https://cdn.sofifa.org/teams/2/light/70.png;€2M;€5K;Left;CB;5'10;159lbs
5755;205089;M. Valoti;24;Italy;SPAL;https://cdn.sofifa.org/teams/2/light/112791.png;€1.3M;€2K;Right;CM;6'2;161lbs
5756;235553;Y. Salmier;25;France;ESTAC Troyes;https://cdn.sofifa.org/teams/2/light/294.png;€1.1M;€8K;Right;LCB;6'2;187lbs
5757;193057;C. Benschop;28;Curacao;FC Ingolstadt 04;https://cdn.sofifa.org/teams/2/light/111239.png;€1.1M;€14K;Right;ST;6'3;198lbs
5758;210466;Gégé;30;Cape Verde;Al Fayha;https://cdn.sofifa.org/teams/2/light/113057.png;€775K;€9K;Right;LCB;6'0;183lbs
5759;223010;L. Morosini;22;Italy;Brescia;https://cdn.sofifa.org/teams/2/light/190.png;€1.4M;€2K;Right;CAM;5'9;154lbs
5760;234018;Sandeiro Leal;30;Brazil;Paraná;https://cdn.sofifa.org/teams/2/light/111048.png;€1M;€10K;Right;CAM;6'2;168lbs
5761;238370;M. Pongračić;20;Croatia;FC Red Bull Salzburg;https://cdn.sofifa.org/teams/2/light/191.png;€1.8M;€10K;Right;CB;6'2;187lbs
5762;188194;L. Ibáñez;29;Argentina;Trabzonspor;https://cdn.sofifa.org/teams/2/light/436.png;€800K;€13K;Left;LB;5'7;161lbs
5763;203043;M. O'Halloran;27;Scotland;Melbourne City FC;https://cdn.sofifa.org/teams/2/light/112224.png;€1.1M;€7K;Right;RW;5'11;174lbs
5764;205603;M. van Duinen;26;Netherlands;PEC Zwolle;https://cdn.sofifa.org/teams/2/light/1914.png;€1.3M;€6K;Right;ST;6'1;165lbs
5765;178211;R. Zwinkels;35;Netherlands;ADO Den Haag;https://cdn.sofifa.org/teams/2/light/650.png;€250K;€2K;Right;GK;6'1;176lbs
5766;194851;F. Mazzeo;34;Italy;Foggia;https://cdn.sofifa.org/teams/2/light/110911.png;€550K;€2K;Left;LS;5'10;170lbs
5767;215332;C. Auzqui;27;Argentina;Club Atlético Huracán;https://cdn.sofifa.org/teams/2/light/111711.png;€1.1M;€11K;Right;RM;5'11;163lbs
5768;221220;J. Quintero;23;Colombia;Deportivo Cali;https://cdn.sofifa.org/teams/2/light/101102.png;€1.4M;€1K;Right;CB;6'0;174lbs
5769;160292;B. Watson;32;England;Nottingham Forest;https://cdn.sofifa.org/teams/2/light/14.png;€600K;€20K;Right;CDM;5'11;176lbs
5770;244516;Gustavo Cascardo;21;Brazil;Vitória de Setúbal;https://cdn.sofifa.org/teams/2/light/665.png;€1.3M;€2K;Right;RB;5'9;146lbs
5771;198437;T. Bradshaw;25;Wales;Millwall;https://cdn.sofifa.org/teams/2/light/97.png;€1.3M;€7K;Right;ST;5'10;157lbs
5772;209701;J. Pelupessy;25;Netherlands;Sheffield Wednesday;https://cdn.sofifa.org/teams/2/light/1807.png;€1.1M;€12K;Right;RDM;5'8;139lbs
5773;169509;J. Fojut;30;Poland;Pogoń Szczecin;https://cdn.sofifa.org/teams/2/light/110746.png;€775K;€3K;Right;CB;6'2;183lbs
5774;45605;M. Brighi;37;Italy;Empoli;https://cdn.sofifa.org/teams/2/light/1746.png;€325K;€5K;Right;CM;5'10;170lbs
5775;194085;L. Boussaha;30;France;Grenoble Foot 38;https://cdn.sofifa.org/teams/2/light/1805.png;€1M;€4K;Right;ST;5'10;170lbs
5776;209958;D. Bomheuer;27;Germany;MSV Duisburg;https://cdn.sofifa.org/teams/2/light/1825.png;€1M;€4K;Right;RCB;6'4;190lbs
5777;212518;B. Sangaré;32;Ivory Coast;;https://cdn.sofifa.org/flags/108.png;€ 0;€ 0;Right;GK;5'11;172lbs
5778;221990;Y. Cabral;26;Argentina;Atlético Tucumán;https://cdn.sofifa.org/teams/2/light/111708.png;€1.2M;€9K;Right;LCB;6'2;187lbs
5779;234278;S. Breitkreuz;26;Germany;FC Erzgebirge Aue;https://cdn.sofifa.org/teams/2/light/506.png;€1.1M;€4K;Right;CB;6'2;194lbs
5780;206631;K. Rowe;26;United States;New England Revolution;https://cdn.sofifa.org/teams/2/light/691.png;€1.2M;€4K;Right;RM;5'8;154lbs
5781;230439;Roldão Riso;26;Brazil;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;€925K;€12K;Right;CDM;5'10;172lbs
5782;234279;C. Rizzuto;26;Germany;FC Erzgebirge Aue;https://cdn.sofifa.org/teams/2/light/506.png;€1M;€4K;Right;RWB;5'7;161lbs
5783;204840;D. van Mieghem;28;Netherlands;De Graafschap;https://cdn.sofifa.org/teams/2/light/635.png;€1.1M;€5K;Left;RS;5'7;150lbs
5784;220968;A. El Messaoudi;22;Morocco;Fortuna Sittard;https://cdn.sofifa.org/teams/2/light/634.png;€1.2M;€4K;Right;LCM;6'0;176lbs
5785;221480;Y. Cabrera;27;Colombia;América de Cali;https://cdn.sofifa.org/teams/2/light/101099.png;€1.1M;€1K;Left;RAM;5'6;132lbs
5786;223016;S. Ay;26;Turkey;Atiker Konyaspor;https://cdn.sofifa.org/teams/2/light/101033.png;€1.1M;€8K;Right;CB;6'0;176lbs
5787;244264;A. Gojak;21;Bosnia Herzegovina;Dinamo Zagreb;https://cdn.sofifa.org/teams/2/light/211.png;€1.6M;€1K;Right;LDM;6'0;172lbs
5788;208169;L. Gülen;24;Switzerland;Kayserispor;https://cdn.sofifa.org/teams/2/light/101020.png;€1.2M;€6K;Right;CB;6'1;170lbs
5789;220969;N. Eliasson;22;Sweden;Bristol City;https://cdn.sofifa.org/teams/2/light/1919.png;€1.6M;€17K;Left;RM;5'10;159lbs
5790;232489;Y. Komai;26;Japan;Hokkaido Consadole Sapporo;https://cdn.sofifa.org/teams/2/light/112444.png;€1.2M;€3K;Right;RM;5'6;141lbs
5791;173097;S. Marinos;30;Greece;Sporting de Charleroi;https://cdn.sofifa.org/teams/2/light/670.png;€750K;€7K;Right;RB;5'10;159lbs
5792;138026;D. Verhulst;30;Belgium;Sporting Lokeren;https://cdn.sofifa.org/teams/2/light/2007.png;€675K;€5K;Right;GK;6'4;209lbs
5793;221994;Núrio;23;Angola;Sporting de Charleroi;https://cdn.sofifa.org/teams/2/light/670.png;€1.2M;€6K;Left;LB;5'10;161lbs
5794;224810;S. Sparagna;23;France;Boavista FC;https://cdn.sofifa.org/teams/2/light/1898.png;€1.2M;€4K;Right;CB;6'1;181lbs
5795;206379;H. Halldórsson;34;Iceland;;https://cdn.sofifa.org/flags/24.png;€ 0;€ 0;Right;GK;6'4;194lbs
5796;210475;M. Prietl;26;Austria;DSC Arminia Bielefeld;https://cdn.sofifa.org/teams/2/light/159.png;€1.1M;€7K;Right;RDM;6'2;174lbs
5797;211243;Nono;27;Spain;AD Alcorcón;https://cdn.sofifa.org/teams/2/light/100831.png;€1.1M;€5K;Right;LM;5'7;139lbs
5798;183339;J. Berget;27;Norway;New York City FC;https://cdn.sofifa.org/teams/2/light/112828.png;€1.1M;€5K;Right;ST;6'1;179lbs
5799;194091;M. Jacobs;26;England;Wigan Athletic;https://cdn.sofifa.org/teams/2/light/1917.png;€1.1M;€24K;Right;LM;5'9;163lbs
5800;203308;J. Brillante;25;Australia;Sydney FC;https://cdn.sofifa.org/teams/2/light/111400.png;€1.2M;€4K;Right;RCM;5'10;161lbs
5801;204332;P. van Anholt;27;Netherlands;NAC Breda;https://cdn.sofifa.org/teams/2/light/1904.png;€875K;€5K;Right;RB;5'7;154lbs
5802;209196;P. Ziereis;25;Germany;FC St. Pauli;https://cdn.sofifa.org/teams/2/light/110329.png;€1.1M;€8K;Right;RCB;6'2;181lbs
5803;220204;R. Bezjak;29;Slovenia;Jagiellonia Białystok;https://cdn.sofifa.org/teams/2/light/110745.png;€1.1M;€6K;Right;ST;5'10;154lbs
5804;233260;A. Vega;20;Mexico;Deportivo Toluca;https://cdn.sofifa.org/teams/2/light/1882.png;€2.3M;€9K;Right;RS;5'8;170lbs
5805;157741;S. Bentivoglio;33;Italy;Venezia FC;https://cdn.sofifa.org/teams/2/light/205.png;€625K;€3K;Right;CDM;6'0;165lbs
5806;224045;Juan Muñoz;22;Spain;AD Alcorcón;https://cdn.sofifa.org/teams/2/light/100831.png;€1.4M;€5K;Right;ST;6'0;168lbs
5807;171565;Linares;35;Spain;CF Reus Deportiu;https://cdn.sofifa.org/teams/2/light/110854.png;€475K;€4K;Right;ST;5'11;172lbs
5808;155694;S. De Petter;32;Belgium;Sint-Truidense VV;https://cdn.sofifa.org/teams/2/light/680.png;€600K;€6K;Left;CB;6'0;165lbs
5809;230190;Renatao Baumer;34;Brazil;Vitória;https://cdn.sofifa.org/teams/2/light/1719.png;€300K;€6K;Left;LB;5'10;168lbs
5810;231726;A. Ivan;21;Romania;SK Rapid Wien;https://cdn.sofifa.org/teams/2/light/254.png;€1.5M;€7K;Right;LM;6'2;179lbs
5811;244271;I. Šunjić;21;Croatia;Dinamo Zagreb;https://cdn.sofifa.org/teams/2/light/211.png;€1.3M;€1K;Right;CDM;6'0;165lbs
5812;186415;S. Andrist;30;Switzerland;SV Wehen Wiesbaden;https://cdn.sofifa.org/teams/2/light/492.png;€1M;€5K;Right;RM;5'9;157lbs
5813;225584;Q. Cornette;24;France;Amiens SC;https://cdn.sofifa.org/teams/2/light/1816.png;€1.3M;€8K;Right;RM;5'8;165lbs
5814;230193;Carvamelinho;34;Brazil;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;€300K;€12K;Right;RB;5'10;165lbs
5815;233265;R. Oudin;21;France;Stade de Reims;https://cdn.sofifa.org/teams/2/light/379.png;€1.5M;€7K;Left;RM;6'1;174lbs
5816;236593;C. Stengs;19;Netherlands;AZ Alkmaar;https://cdn.sofifa.org/teams/2/light/1906.png;€2.3M;€4K;Left;RW;6'2;150lbs
5817;177969;I. González;33;Mexico;Club León;https://cdn.sofifa.org/teams/2/light/110781.png;€425K;€12K;Left;CB;6'0;185lbs
5818;203570;S. Dallas;27;Northern Ireland;Leeds United;https://cdn.sofifa.org/teams/2/light/8.png;€1.1M;€19K;Right;LM;6'0;179lbs
5819;205618;S. Walsh;23;Netherlands;SV Zulte-Waregem;https://cdn.sofifa.org/teams/2/light/15005.png;€1.2M;€6K;Right;RDM;5'11;161lbs
5820;211250;U. Radaković;24;Serbia;Sparta Praha;https://cdn.sofifa.org/teams/2/light/267.png;€1.2M;€1K;Right;LCB;6'4;196lbs
5821;223794;P. Schobesberger;24;Austria;SK Rapid Wien;https://cdn.sofifa.org/teams/2/light/254.png;€1.3M;€9K;Right;LM;5'9;141lbs
5822;230194;Jaimosa Cavaco;30;Brazil;Vitória;https://cdn.sofifa.org/teams/2/light/1719.png;€750K;€6K;Right;RB;5'6;132lbs
5823;233267;M. Turner;24;United States;New England Revolution;https://cdn.sofifa.org/teams/2/light/691.png;€1.2M;€3K;Right;GK;6'3;174lbs
5824;171315;Alfaro;31;Spain;Córdoba CF;https://cdn.sofifa.org/teams/2/light/1867.png;€925K;€5K;Right;RM;5'9;161lbs
5825;244787;M. Havel;23;Czech Republic;Viktoria Plzeň;https://cdn.sofifa.org/teams/2/light/110468.png;€1.2M;€1K;Right;LB;6'0;172lbs
5826;189235;J. Hegeler;30;Germany;Bristol City;https://cdn.sofifa.org/teams/2/light/1919.png;€775K;€18K;Right;CB;6'4;190lbs
5827;226356;M. Fares;22;Algeria;SPAL;https://cdn.sofifa.org/teams/2/light/112791.png;€1.5M;€2K;Left;LM;6'0;165lbs
5828;228404;C. Techera;26;Uruguay;Vancouver Whitecaps FC;https://cdn.sofifa.org/teams/2/light/101112.png;€1.2M;€4K;Left;RM;5'2;150lbs
